1519,Syðri-Reykir,Ekki skráð,101,Heimarafstöð,3,Skrúfa,1948,1956,0,425740,413535
1520,Miðdalur,Ekki skráð,101,Heimarafstöð,5,Francis,1931,NULL,0,419300,417020
1521,"Hjálmsstaðir, Snorrastaðir",Ekki skráð,101,Heimarafstöð,9,Francis,1930,1970,0,417690,416650
1522,Laugarvatn,Ekki skráð,101,Heimarafstöð,24,Francis,1929,1955,0,416020,413810
1523,Eyvindartunga,Ekki skráð,101,Heimarafstöð,8,Francis,1930,1955,0,415001,412122
1524,"Gröf, Lækjarhvammur",Ekki skráð,101,Heimarafstöð,6,Francis,1930,NULL,1,414785,409480
1525,Efsti-Dalur,Ekki skráð,101,Heimarafstöð,14,Francis,1939,1970,0,424840,416575
1526,Eyvindartunga,Ekki skráð,101,Heimarafstöð,35,Francis,1955,NULL,1,415260,412146
1527,Ás,Ekki skráð,101,Heimarafstöð,"2,5",Skrúfa,1938,1970,0,437613,404130
1528,Foss,Ekki skráð,101,Heimarafstöð,12,Francis,1942,1970,0,442395,415878
1529,Skíðaskálinn Kerlingafjöllum,Ekki skráð,101,Heimarafstöð,60,Francis,1968,NULL,0,485235,464795
1530,Apavatn,Ekki skráð,101,Heimarafstöð,9,Francis,1930,1966,0,416135,407560
1531,Vaðnes,Ekki skráð,101,Heimarafstöð,6,Francis,1927,1958,0,409395,391890
1532,"Brúsastaðir, Valhöll ofl.",Ekki skráð,101,Heimarafstöð,35,Francis,1919,1949,0,395095,420620
1533,Krókur,Ekki skráð,101,Heimarafstöð,4,Skrúfa,1929,1970,0,396828,401233
1534,Bíldsfell,Ekki skráð,101,Heimarafstöð,"2,2",Undir hjól,1912,1952,0,401828,396522
1535,Nesjavellir,Ekki skráð,101,Heimarafstöð,5,Yfir hjól,1945,1955,0,390365,403280
1536,Hlíð,Ekki skráð,101,Heimarafstöð,4,Skrúfa,1939,1973,0,399045,396315
1537,Hraunprýði,Ekki skráð,101,Heimarafstöð,4,Pelton,1942,1971,0,389675,401855
1538,Hraunprýði  ( sum ),Ekki skráð,101,Heimarafstöð,10,Pelton,1975,1983,0,389585,401660
1539,Vindheimar,Ekki skráð,101,Heimarafstöð,"4,5",Pelton,1930,1952,0,382665,381925
1540,Öxnalækur,Ekki skráð,101,Heimarafstöð,4,Skrúfa,1940,1952,0,393090,388857
1541,"Hveragerði, Reykir",Ekki skráð,101,Heimarafstöð,23,Francis,1929,1946,0,393380,390840
1542,Gufudalur,Ekki skráð,101,Heimarafstöð,"4,5",Pelton,NULL,1948,0,393070,392150
1591,"Marðarnúpur, Gilsá",Ekki skráð,101,Heimarafstöð,13,Pelton,1945,1970,0,444742,541443
1622,Gullkvörn - Varmahlíð,Ekki skráð,101,Heimarafstöð,10,Turgo,2008,NULL,1,463066,338365
1623,Draghálsvirkjun,Ekki skráð,101,Heimarafstöð,10,Pelton,2018,NULL,0,379988,444576
10000,B1 Austurdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,302,Óvíst,NULL,NULL,0,365554,492085
10001,B2 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,2867,Óvíst,NULL,NULL,0,428034,484685
10002,B3 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,1230,Óvíst,NULL,NULL,0,452474,492205
10003,B4 Norðurá,Orkustofnun - hugmynd,102,Smávirkjanakostur,3387,Óvíst,NULL,NULL,0,393394,484525
10004,B5 Grímsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,5148,Óvíst,NULL,NULL,0,399374,446405
10005,B6 Fossá,Orkustofnun - hugmynd,102,Smávirkjanakostur,719,Óvíst,NULL,NULL,0,354654,495285
10006,B7 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,150,Óvíst,NULL,NULL,0,448154,486565
10007,B8 Leirá,Orkustofnun - hugmynd,102,Smávirkjanakostur,497,Óvíst,NULL,NULL,0,404314,442445
10008,B9 Vesturá,Orkustofnun - hugmynd,102,Smávirkjanakostur,589,Óvíst,NULL,NULL,0,378694,487005
10009,B10 Hvassá,Orkustofnun - hugmynd,102,Smávirkjanakostur,172,Óvíst,NULL,NULL,0,394834,497565
10010,B11 Hítarvatn,Orkustofnun - hugmynd,102,Smávirkjanakostur,274,Óvíst,NULL,NULL,0,359534,493085
10011,B12 Suðurdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,115,Óvíst,NULL,NULL,0,364094,490145
10012,B13 Fossá,Orkustofnun - hugmynd,102,Smávirkjanakostur,341,Óvíst,NULL,NULL,0,374634,484665
10013,B14 Bjarnadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,450,Óvíst,NULL,NULL,0,382314,485065
10014,B15 Bjarnadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,607,Óvíst,NULL,NULL,0,381194,482525
10015,B16 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,948,Óvíst,NULL,NULL,0,452274,491525
10016,B17 Bjarnadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,424,Óvíst,NULL,NULL,0,382354,485825
10017,B18 Geitá,Orkustofnun - hugmynd,102,Smávirkjanakostur,263,Óvíst,NULL,NULL,0,423794,460725
10018,B19 Geitá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1015,Óvíst,NULL,NULL,0,423074,460005
10019,B20 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,1569,Óvíst,NULL,NULL,0,452734,488065
10020,B21 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,2017,Óvíst,NULL,NULL,0,449634,483525
10021,B22 Hafragilsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,5127,Óvíst,NULL,NULL,0,428174,467285
10022,B23 Svartá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1016,Óvíst,NULL,NULL,0,424474,464265
10023,B24 Fossdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,175,Óvíst,NULL,NULL,0,375634,483245
10024,B25 Kaldá,Orkustofnun - hugmynd,102,Smávirkjanakostur,920,Óvíst,NULL,NULL,0,411534,464965
10025,B26 Fjósatjörn,Orkustofnun - hugmynd,102,Smávirkjanakostur,181,Óvíst,NULL,NULL,0,348194,485005
10026,B27 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,2321,Óvíst,NULL,NULL,0,440234,490185
10027,B28 Svartá,Orkustofnun - hugmynd,102,Smávirkjanakostur,3764,Óvíst,NULL,NULL,0,423054,465485
10028,B29 Melsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,342,Óvíst,NULL,NULL,0,362614,474605
10029,B30 Reykjadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,2347,Óvíst,NULL,NULL,0,402694,462185
10030,B31 Grjótá,Orkustofnun - hugmynd,102,Smávirkjanakostur,2962,Óvíst,NULL,NULL,0,357194,478225
10031,B32 Ásgil,Orkustofnun - hugmynd,102,Smávirkjanakostur,1853,Óvíst,NULL,NULL,0,406894,464585
10032,B33 Hafragilsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,124,Óvíst,NULL,NULL,0,426314,470105
10033,B34 Djúpadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,713,Óvíst,NULL,NULL,0,354734,492345
10034,B35 Ásgil,Orkustofnun - hugmynd,102,Smávirkjanakostur,238,Óvíst,NULL,NULL,0,410034,461325
10035,B36 Langá,Orkustofnun - hugmynd,102,Smávirkjanakostur,7669,Óvíst,NULL,NULL,0,364354,471845
10036,B37 Svartá,Orkustofnun - hugmynd,102,Smávirkjanakostur,342,Óvíst,NULL,NULL,0,424634,462685
10037,B38 Lambá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1943,Óvíst,NULL,NULL,0,416734,464045
10038,B39 Haffjarðará,Orkustofnun - hugmynd,102,Smávirkjanakostur,274,Óvíst,NULL,NULL,0,349094,487105
10039,B40 Vesturá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1245,Óvíst,NULL,NULL,0,378774,486705
10040,B41 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,2282,Óvíst,NULL,NULL,0,451574,487225
10041,B42 Vesturá,Orkustofnun - hugmynd,102,Smávirkjanakostur,243,Óvíst,NULL,NULL,0,380074,484705
10042,B43 Litla-Þverá,Orkustofnun - hugmynd,102,Smávirkjanakostur,768,Óvíst,NULL,NULL,0,395234,480365
10043,B44 Þórarinsdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,135,Óvíst,NULL,NULL,0,356854,483165
10044,B45 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,988,Óvíst,NULL,NULL,0,453934,488445
10045,B46 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,3728,Óvíst,NULL,NULL,0,434094,488565
10046,B47 Árdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,464,Óvíst,NULL,NULL,0,366754,449065
10047,B48 Þórarinsdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,246,Óvíst,NULL,NULL,0,357894,482905
10048,B49 Fossdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,343,Óvíst,NULL,NULL,0,375594,485265
10049,B50 Suðurdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,124,Óvíst,NULL,NULL,0,365134,489725
10050,B51 Hafragilsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,6032,Óvíst,NULL,NULL,0,427354,467885
10051,B52 Hellisá,Orkustofnun - hugmynd,102,Smávirkjanakostur,923,Óvíst,NULL,NULL,0,399294,486565
10052,B53 Hafragilsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,2359,Óvíst,NULL,NULL,0,426174,469945
10053,B54 Hellisá,Orkustofnun - hugmynd,102,Smávirkjanakostur,792,Óvíst,NULL,NULL,0,399494,486605
10054,B55 Þórarinsdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1675,Óvíst,NULL,NULL,0,360994,486825
10055,B56 Fossdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,614,Óvíst,NULL,NULL,0,374534,481205
10056,B57 Norðlingafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,3995,Óvíst,NULL,NULL,0,420394,480945
10057,B58 Þórarinsdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,268,Óvíst,NULL,NULL,0,360274,486425
10058,B59 Þröskuldardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,532,Óvíst,NULL,NULL,0,361714,494185
10059,B60 Litlafljót,Orkustofnun - hugmynd,102,Smávirkjanakostur,253,Óvíst,NULL,NULL,0,413314,476325
10060,B61 Rauðsgil,Orkustofnun - hugmynd,102,Smávirkjanakostur,3348,Óvíst,NULL,NULL,0,395954,460545
10061,B62 Kaldá,Orkustofnun - hugmynd,102,Smávirkjanakostur,3300,Óvíst,NULL,NULL,0,414414,464965
10062,B63 Hvassá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1253,Óvíst,NULL,NULL,0,395794,492145
10063,B64 Sanddalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,507,Óvíst,NULL,NULL,0,391814,495265
10064,B65 Haffjarðará,Orkustofnun - hugmynd,102,Smávirkjanakostur,2951,Óvíst,NULL,NULL,0,342834,490165
10065,B66 Oddstaðavatn,Orkustofnun - hugmynd,102,Smávirkjanakostur,217,Óvíst,NULL,NULL,0,349234,495185
10066,B67 Grjótá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1844,Óvíst,NULL,NULL,0,363114,481505
10067,B68 Hvassá,Orkustofnun - hugmynd,102,Smávirkjanakostur,361,Óvíst,NULL,NULL,0,395694,495605
10068,B69 Fossá,Orkustofnun - hugmynd,102,Smávirkjanakostur,446,Óvíst,NULL,NULL,0,353614,494205
10069,B70 Vesturá,Orkustofnun - hugmynd,102,Smávirkjanakostur,141,Óvíst,NULL,NULL,0,379694,484465
10070,B71 Svartá,Orkustofnun - hugmynd,102,Smávirkjanakostur,800,Óvíst,NULL,NULL,0,423614,464005
10071,B72 Gljúfurá,Orkustofnun - hugmynd,102,Smávirkjanakostur,642,Óvíst,NULL,NULL,0,370734,474165
10072,B73 Hellisá,Orkustofnun - hugmynd,102,Smávirkjanakostur,781,Óvíst,NULL,NULL,0,395174,485045
10073,B74 Arná,Orkustofnun - hugmynd,102,Smávirkjanakostur,100,Óvíst,NULL,NULL,0,346294,495805
10074,B75 Flosagilsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,475,Óvíst,NULL,NULL,0,426134,473025
10075,B76 Hítará,Orkustofnun - hugmynd,102,Smávirkjanakostur,460,Óvíst,NULL,NULL,0,355554,488985
10076,B77 Bjarnadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,497,Óvíst,NULL,NULL,0,381274,481425
10077,B78 Ásgil,Orkustofnun - hugmynd,102,Smávirkjanakostur,102,Óvíst,NULL,NULL,0,407454,464125
10078,B79 Djúpadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,241,Óvíst,NULL,NULL,0,353314,491045
10079,B80 Grímsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,3057,Óvíst,NULL,NULL,0,376374,456405
10080,B81 Kjarará,Orkustofnun - hugmynd,102,Smávirkjanakostur,3081,Óvíst,NULL,NULL,0,397854,474865
10081,B82 Dýrastaðaá,Orkustofnun - hugmynd,102,Smávirkjanakostur,428,Óvíst,NULL,NULL,0,386374,483205
10082,B83 Eiríksjökull,Orkustofnun - hugmynd,102,Smávirkjanakostur,3575,Óvíst,NULL,NULL,0,439414,476585
10083,B84 Langá,Orkustofnun - hugmynd,102,Smávirkjanakostur,4518,Óvíst,NULL,NULL,0,364634,475645
10084,B85 Árdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,132,Óvíst,NULL,NULL,0,366054,449005
10085,B86 Þórarinsdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,571,Óvíst,NULL,NULL,0,360874,485645
10086,B87 Kiðá,Orkustofnun - hugmynd,102,Smávirkjanakostur,149,Óvíst,NULL,NULL,0,375854,477485
10087,B88 Kiðá,Orkustofnun - hugmynd,102,Smávirkjanakostur,554,Óvíst,NULL,NULL,0,375794,475685
10088,B89 Melsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,305,Óvíst,NULL,NULL,0,356934,473725
10089,D1 Búðardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,3408,Óvíst,NULL,NULL,0,355954,533405
10090,D2 Staðarhólsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,194,Óvíst,NULL,NULL,0,364754,537485
10091,D3 Nípurá,Orkustofnun - hugmynd,102,Smávirkjanakostur,428,Óvíst,NULL,NULL,0,356014,537265
10092,D4 Villingadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,114,Óvíst,NULL,NULL,0,351714,530305
10093,D5 Krossdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,449,Óvíst,NULL,NULL,0,348814,530425
10094,D6 Flekkudalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,953,Óvíst,NULL,NULL,0,355294,525625
10095,D7 Búðardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1164,Óvíst,NULL,NULL,0,349874,537845
10096,D8 Þverá,Orkustofnun - hugmynd,102,Smávirkjanakostur,851,Óvíst,NULL,NULL,0,357414,532565
10097,D9 Fábeinsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,338,Óvíst,NULL,NULL,0,339134,526785
10098,D10 Galtardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,187,Óvíst,NULL,NULL,0,350694,525445
10099,D11 Hvammsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1264,Óvíst,NULL,NULL,0,362994,530105
10100,D12 Fagradalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,710,Óvíst,NULL,NULL,0,359434,537625
10101,D13 Staðarhólsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,379,Óvíst,NULL,NULL,0,363074,537705
10102,D14 Haukadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,157,Óvíst,NULL,NULL,0,384294,507385
10103,D15 Brunná,Orkustofnun - hugmynd,102,Smávirkjanakostur,138,Óvíst,NULL,NULL,0,368654,546045
10104,D16 Krossvatn,Orkustofnun - hugmynd,102,Smávirkjanakostur,285,Óvíst,NULL,NULL,0,343614,531705
10105,D17 Hvammsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,2249,Óvíst,NULL,NULL,0,363874,529645
10106,D18 Hvarfdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,678,Óvíst,NULL,NULL,0,373194,546845
10107,D19 Svínadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,621,Óvíst,NULL,NULL,0,373494,538525
10108,D20 Kleifaá,Orkustofnun - hugmynd,102,Smávirkjanakostur,333,Óvíst,NULL,NULL,0,377754,553165
10109,D21 Kleifaá,Orkustofnun - hugmynd,102,Smávirkjanakostur,201,Óvíst,NULL,NULL,0,378334,552625
10110,D22 Svínadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,238,Óvíst,NULL,NULL,0,373354,537065
10111,D23 Villingadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,246,Óvíst,NULL,NULL,0,350514,530525
10112,D24 Húsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,150,Óvíst,NULL,NULL,0,369614,542345
10113,D25 Suðurá,Orkustofnun - hugmynd,102,Smávirkjanakostur,126,Óvíst,NULL,NULL,0,380774,490265
10114,D26 Glerá,Orkustofnun - hugmynd,102,Smávirkjanakostur,252,Óvíst,NULL,NULL,0,376714,534025
10115,D27 Krossá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1200,Óvíst,NULL,NULL,0,344714,531385
10116,D28 Krossá,Orkustofnun - hugmynd,102,Smávirkjanakostur,820,Óvíst,NULL,NULL,0,344114,533365
10117,D29 Staðarhólsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,487,Óvíst,NULL,NULL,0,366214,540365
10118,D30 Húsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,194,Óvíst,NULL,NULL,0,369574,538285
10119,D31 Fábeinsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,916,Óvíst,NULL,NULL,0,341574,526765
10120,D32 Fábeinsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1653,Óvíst,NULL,NULL,0,340714,526725
10121,D33 Búðardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1679,Óvíst,NULL,NULL,0,356734,532285
10122,D34 Hvarfsdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,343,Óvíst,NULL,NULL,0,352814,533605
10123,D35 Búðardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1068,Óvíst,NULL,NULL,0,356234,533065
10124,D36 Deildá,Orkustofnun - hugmynd,102,Smávirkjanakostur,302,Óvíst,NULL,NULL,0,373874,550805
10125,D37 Þverá,Orkustofnun - hugmynd,102,Smávirkjanakostur,346,Óvíst,NULL,NULL,0,383434,515845
10126,D38 Norðurdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,951,Óvíst,NULL,NULL,0,358994,527805
10127,D39 Stóra Langadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,937,Óvíst,NULL,NULL,0,334474,496725
10128,D40 Skeggjagil,Orkustofnun - hugmynd,102,Smávirkjanakostur,241,Óvíst,NULL,NULL,0,391214,523125
10129,D41 Flekkudalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,591,Óvíst,NULL,NULL,0,356994,526365
10130,D42 Hólkotsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,787,Óvíst,NULL,NULL,0,385854,523405
10131,D43 Hvammsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,127,Óvíst,NULL,NULL,0,362634,530145
10132,D44 Galtardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,394,Óvíst,NULL,NULL,0,345654,526685
10133,D45 Galtardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,257,Óvíst,NULL,NULL,0,348334,527925
10134,D46 Galtardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,184,Óvíst,NULL,NULL,0,348434,527645
10135,D47 Hvammsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,119,Óvíst,NULL,NULL,0,362454,531225
10136,D48 Haukadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,816,Óvíst,NULL,NULL,0,387134,507485
10137,D49 Haukadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,191,Óvíst,NULL,NULL,0,392294,508205
10138,D50 Hvarfdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,877,Óvíst,NULL,NULL,0,374934,548565
10139,D51 Jörfa,Orkustofnun - hugmynd,102,Smávirkjanakostur,339,Óvíst,NULL,NULL,0,381294,507585
10140,D52 Brunná,Orkustofnun - hugmynd,102,Smávirkjanakostur,201,Óvíst,NULL,NULL,0,367754,547645
10141,D53 Haukadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,816,Óvíst,NULL,NULL,0,388134,509805
10142,D54 Haukadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,404,Óvíst,NULL,NULL,0,390154,510585
10143,D55 Búðardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,128,Óvíst,NULL,NULL,0,356994,533065
10144,D56 Stóra Langadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,838,Óvíst,NULL,NULL,0,334754,496005
10145,D57 Búðardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,303,Óvíst,NULL,NULL,0,350554,534445
10146,D58 Galtardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,445,Óvíst,NULL,NULL,0,350474,526645
10147,D59 Villingadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,249,Óvíst,NULL,NULL,0,389854,501105
10148,D60 Stóra Langadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,543,Óvíst,NULL,NULL,0,335174,495625
10149,D61 Fagradalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,351,Óvíst,NULL,NULL,0,359274,538465
10150,D62 Kleifaá,Orkustofnun - hugmynd,102,Smávirkjanakostur,410,Óvíst,NULL,NULL,0,377194,552005
10151,D63 Fagradalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,145,Óvíst,NULL,NULL,0,358494,537385
10152,D64 Vífilsdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,352,Óvíst,NULL,NULL,0,376134,490485
10153,D65 Sælingsdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1743,Óvíst,NULL,NULL,0,364654,534765
10154,D66 Hólsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,106,Óvíst,NULL,NULL,0,360254,522705
10155,D67 Hvarfdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,203,Óvíst,NULL,NULL,0,375314,548645
10156,D68 Ballará,Orkustofnun - hugmynd,102,Smávirkjanakostur,1517,Óvíst,NULL,NULL,0,339574,529605
10157,D69 Villingadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,612,Óvíst,NULL,NULL,0,353674,530945
10158,D70 Haukadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,119,Óvíst,NULL,NULL,0,393994,505845
10159,D71 Krossdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,371,Óvíst,NULL,NULL,0,347634,531545
10160,D72 Villingadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,205,Óvíst,NULL,NULL,0,354214,530305
10161,D73 Deildarvatn,Orkustofnun - hugmynd,102,Smávirkjanakostur,373,Óvíst,NULL,NULL,0,341554,530945
10162,D74 Flekkudalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,743,Óvíst,NULL,NULL,0,355574,525865
10163,D75 Austurá,Orkustofnun - hugmynd,102,Smávirkjanakostur,135,Óvíst,NULL,NULL,0,382894,490825
10164,D76 Staðarhólsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,402,Óvíst,NULL,NULL,0,363054,537065
10165,D77 Haukadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,430,Óvíst,NULL,NULL,0,385154,507105
10166,D78 Stóra Langadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,139,Óvíst,NULL,NULL,0,334794,502205
10167,D79 Krossdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,421,Óvíst,NULL,NULL,0,347254,530885
10168,D80 Svínadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,286,Óvíst,NULL,NULL,0,372974,540505
10169,D81 Norðurdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,673,Óvíst,NULL,NULL,0,352214,526525
10170,D82 Galtardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,321,Óvíst,NULL,NULL,0,350474,525765
10171,D83 Laxá,Orkustofnun - hugmynd,102,Smávirkjanakostur,413,Óvíst,NULL,NULL,0,378714,516865
10172,D84 Krossdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,737,Óvíst,NULL,NULL,0,348394,531025
10173,D85 Flekkudalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,320,Óvíst,NULL,NULL,0,354094,524005
10174,D86 Staðarhólsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,261,Óvíst,NULL,NULL,0,362834,539425
10175,D87 Norðurdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,186,Óvíst,NULL,NULL,0,352214,527365
10176,D88 Vífilsdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,814,Óvíst,NULL,NULL,0,375054,489445
10177,D89 Reykjadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,369,Óvíst,NULL,NULL,0,387114,497505
10178,D90 Búðardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,913,Óvíst,NULL,NULL,0,356854,531985
10179,D91 Haukadalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,218,Óvíst,NULL,NULL,0,387914,510985
10180,D92 Galtardalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,206,Óvíst,NULL,NULL,0,344454,525145
10181,D93 Laugará,Orkustofnun - hugmynd,102,Smávirkjanakostur,114,Óvíst,NULL,NULL,0,369934,492405
10182,D94 Hvarfdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,270,Óvíst,NULL,NULL,0,374594,547885
10183,D95 Laxá,Orkustofnun - hugmynd,102,Smávirkjanakostur,505,Óvíst,NULL,NULL,0,352474,500885
10184,D96 Norðurdalsá,Orkustofnun - hugmynd,102,Smávirkjanakostur,779,Óvíst,NULL,NULL,0,351594,526005
10185,EM1 Laxá,Orkustofnun - hugmynd,102,Smávirkjanakostur,1121,Óvíst,NULL,NULL,0,332834,491245
10186,EM2 Núpá,Orkustofnun - hugmynd,102,Smávirkjanakostur,167,Óvíst,NULL,NULL,0,334834,492185
10187,EM3 Flatnaá,Orkustofnun - hugmynd,102,Smávirkjanakostur,198,Óvíst,NULL,NULL,0,337874,495765
10188,EM4 Laxá,Orkustofnun - hugmynd,102,Smávirkjanakostur,288,Óvíst,NULL,NULL,0,332874,491545
10189,EM5 Þverá,Orkustofnun - hugmynd,102,Smávirkjanakostur,242,Óvíst,NULL,NULL,0,338774,488845
10190,EM6 Kaldakvísl,Orkustofnun - hugmynd,102,Smávirkjanakostur,1359,Óvíst,NULL,NULL,0,322334,493325
10191,EM7 Straumfjarðará,Orkustofnun - hugmynd,102,Smávirkjanakostur,468,Óvíst,NULL,NULL,0,323474,492745
10192,EM8 Flatnaá,Orkustofnun - hugmynd,102,Smávirkjanakostur,932,Óvíst,NULL,NULL,0,341334,495605
