Nr,Kortategund,HeitiKorts,StadurTekid,Nr1,Nr2,Stofnun,Mal,Ar,StadurUnnid,Tungumal,Filma,Tomt,Tala1,Tala2,Tala3,Tala4,Tala5,Tala6,Tala7,Tala8,Tegund
116,Grunnkort,Orkugrunnkort OS 20000,Goðdalir,3453,20000,Orkustofnun,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,"486573,1","539386,5","502569,7","539639,6","502727,8","529641,8","486731,2","529388,7",OS_116
117,Grunnkort,Orkugrunnkort OS 20000,Egilsá,3454,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"486414,9","549384,3","502411,5","549637,3","502569,7","539639,6","486573,1","539386,5",OS_117
118,Grunnkort,Orkugrunnkort OS 20000,Bóla,3455,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"486256,8","559382,1","502253,4","559635,1","502411,5","549637,3","486414,9","549384,3",OS_118
119,Grunnkort,Orkugrunnkort OS 20000,Þórsmörk,3535,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"473423,3","359170,8","489420,2",359424,"489578,4",349426,"473581,6","349172,8",OS_119
120,Grunnkort,Orkugrunnkort OS 20000,Emstrur,3536,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"473265,1","369168,9","489261,9",369422,"489420,2",359424,"473423,3","359170,8",OS_120
121,Grunnkort,Orkugrunnkort OS 20000,Torfatindur,3537,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"473106,8","379166,9","489103,6","379420,1","489261,9",369422,"473265,1","369168,9",OS_121
122,Grunnkort,Orkugrunnkort OS 20000,Gljúfurleit,3542,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"472315,9","429156,8","488312,7","429409,9","488470,8",419412,"472474,1","419158,9",OS_122
123,Grunnkort,Orkugrunnkort OS 20000,Dalsárdrög,3543,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"472157,8","439154,7","488154,5","439407,8","488312,7","429409,9","472315,9","429156,8",OS_123
124,Grunnkort,Orkugrunnkort OS 20000,Rjúpnafell,3544,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"471999,6","449152,7","487996,4","449405,8","488154,5","439407,8","472157,8","439154,7",OS_124
125,Grunnkort,Orkugrunnkort OS 20000,Hveravellir,3548,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"471367,1","489144,4","487363,8","489397,5","487521,9","479399,6","471525,2","479146,5",OS_125
126,Grunnkort,Orkugrunnkort OS 20000,Guðlaugstungur,3549,20000,Orkustofnun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,471209,"499142,4","487205,6","499395,4","487363,8","489397,5","471367,1","489144,4",OS_126
127,Grunnkort,Orkugrunnkort OS 20000,Álfgeirstungur,3550,20000,Orkustofnun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"471050,8","509140,2","487047,5","509393,2","487205,6","499395,4",471209,"499142,4",OS_127
128,Grunnkort,Orkugrunnkort OS 20000,Blönduvatn,3551,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"470892,7","519137,9","486889,3",519391,"487047,5","509393,2","471050,8","509140,2",OS_128
129,Grunnkort,Orkugrunnkort OS 20000,Galtará,3552,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"470734,6","529135,7","486731,2","529388,7","486889,3",519391,"470892,7","519137,9",OS_129
130,Grunnkort,Orkugrunnkort OS 20000,Mælifellsdalur,3554,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"470418,4","549131,3","486414,9","549384,3","486573,1","539386,5","470576,5","539133,5",OS_130
131,Grunnkort,Orkugrunnkort OS 20000,Reykjafoss,3555,20000,Orkustofnun,62x85,1984,[Reykjavík],Íslenska,Filma/útprentað,,"470260,3","559129,1","486256,8","559382,1","486414,9","549384,3","470418,4","549131,3",OS_131
132,Grunnkort,Orkugrunnkort OS 20000,Fljótsdalur,3635,20000,Orkustofnun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"457426,5","358917,6","473423,3","359170,8","473581,6","349172,8","457584,7","348919,6",OS_132
133,Grunnkort,Orkugrunnkort OS 20000,Tindafjöll,3636,20000,Orkustofnun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,"457268,2","368915,7","473265,1","369168,9","473423,3","359170,8","457426,5","358917,6",OS_133
134,Grunnkort,Orkugrunnkort OS 20000,Langvíuhraun,3637,20000,Orkustofnun,62x85,1983,[Reykjavík],Íslenska,Filma/útprentað,,457110,"378913,7","473106,8","379166,9","473265,1","369168,9","457268,2","368915,7",OS_134
135,Grunnkort,Orkugrunnkort OS 20000,Búrfell,3639,20000,Orkustofnun,62x85,1962,[Reykjavík],Íslenska,Filma/útprentað,,"456793,5","398909,9","472790,3",399163,"472948,6","389164,9","456951,8","388911,8",OS_135
136,Grunnkort,Orkugrunnkort OS 20000,Klofaey,3640,20000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"456635,4","408907,8","472632,2","409160,9","472790,3",399163,"456793,5","398909,9",OS_136
137,Grunnkort,Orkugrunnkort OS 20000,Háifoss,3641,20000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"456477,3","418905,8","472474,1","419158,9","472632,2","409160,9","456635,4","408907,8",OS_137
138,Grunnkort,Orkugrunnkort OS 20000,Sultarfit,3642,20000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"456319,2","428903,7","472315,9","429156,8","472474,1","419158,9","456477,3","418905,8",OS_138
139,Grunnkort,Orkugrunnkort OS 20000,Frægðarver,3643,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"456161,1","438901,7","472157,8","439154,7","472315,9","429156,8","456319,2","428903,7",OS_139
140,Grunnkort,Orkugrunnkort OS 20000,Miðkvíslardrög,3651,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"454896,1","518884,9","470892,7","519137,9","471050,8","509140,2","455054,2","508887,1",OS_140
141,Grunnkort,Orkugrunnkort OS 20000,Þrístikla,3652,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,454738,"528882,7","470734,6","529135,7","470892,7","519137,9","454896,1","518884,9",OS_141
142,Grunnkort,Orkugrunnkort OS 20000,Friðmundarvötn,3653,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"454579,9","538880,5","470576,5","539133,5","470734,6","529135,7",454738,"528882,7",OS_142
143,Grunnkort,Orkugrunnkort OS 20000,Gilsá,3654,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"454421,8","548878,3","470418,4","549131,3","470576,5","539133,5","454579,9","538880,5",OS_143
144,Grunnkort,Orkugrunnkort OS 20000,Sléttárdalur,3655,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"454263,7",558876,"470260,3","559129,1","470418,4","549131,3","454421,8","548878,3",OS_144
145,Grunnkort,Orkugrunnkort OS 20000,Krókahraun,3738,20000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,440955,"388658,7","456951,8","388911,8",457110,"378913,7","441113,2","378660,6",OS_145
146,Grunnkort,Orkugrunnkort OS 20000,Skarð,3739,20000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"440796,8","398656,7","456793,5","398909,9","456951,8","388911,8",440955,"388658,7",OS_146
147,Grunnkort,Orkugrunnkort OS 20000,Skriðufell,3740,20000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"440638,6","408654,7","456635,4","408907,8","456793,5","398909,9","440796,8","398656,7",OS_147
148,Grunnkort,Orkugrunnkort OS 20000,Laxárgljúfur,3741,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"440480,5","418652,6","456477,3","418905,8","456635,4","408907,8","440638,6","408654,7",OS_148
149,Grunnkort,Orkugrunnkort OS 20000,Gullfoss,3742,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"440322,4","428650,6","456319,2","428903,7","456477,3","418905,8","440480,5","418652,6",OS_149
150,Grunnkort,Orkugrunnkort OS 20000,Sandvatn,3743,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"440164,3","438648,6","456161,1","438901,7","456319,2","428903,7","440322,4","428650,6",OS_150
151,Grunnkort,Orkugrunnkort OS 20000,Jarlhettur,3744,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"440006,2","448646,5","456002,9","448899,6","456161,1","438901,7","440164,3","438648,6",OS_151
152,Grunnkort,Orkugrunnkort OS 20000,Lambatungur,3752,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"438741,4","528629,7",454738,"528882,7","454896,1","518884,9","438899,5","518631,9",OS_152
153,Grunnkort,Orkugrunnkort OS 20000,Forsæludalur,3753,20000,Orkustofnun,62x85,1974,[Reykjavík],Íslenska,Filma/útprentað,,"438583,3","538627,4","454579,9","538880,5",454738,"528882,7","438741,4","528629,7",OS_153
154,Grunnkort,Orkugrunnkort OS 20000,Árbær,3837,20000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"425116,4","378407,5","441113,2","378660,6","441271,4","368662,5","425274,6","368409,4",OS_154
155,Grunnkort,Orkugrunnkort OS 20000,Marteinstunga,3838,20000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"424958,2","388405,5",440955,"388658,7","441113,2","378660,6","425116,4","378407,5",OS_155
156,Grunnkort,Orkugrunnkort OS 20000,Búðafoss,3839,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,424800,"398403,6","440796,8","398656,7",440955,"388658,7","424958,2","388405,5",OS_156
157,Grunnkort,Orkugrunnkort OS 20000,Iða,3840,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"424641,9","408401,6","440638,6","408654,7","440796,8","398656,7",424800,"398403,6",OS_157
158,Grunnkort,Orkugrunnkort OS 20000,Faxi,3841,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"424483,8","418399,6","440480,5","418652,6","440638,6","408654,7","424641,9","408401,6",OS_158
159,Grunnkort,Orkugrunnkort OS 20000,Geysir,3842,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"424325,7","428397,5","440322,4","428650,6","440480,5","418652,6","424483,8","418399,6",OS_159
160,Grunnkort,Orkugrunnkort OS 20000,Lambahraun,3843,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"424167,6","438395,5","440164,3","438648,6","440322,4","428650,6","424325,7","428397,5",OS_160
161,Grunnkort,Orkugrunnkort OS 20000,Hagavatn,3844,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"424009,5","448393,5","440006,2","448646,5","440164,3","438648,6","424167,6","438395,5",OS_161
162,Grunnkort,Orkugrunnkort OS 20000,Mjósund,3937,20000,Orkustofnun,62x85,1982,[Reykjavík],Íslenska,Filma/útprentað,,"409119,6","378154,4","425116,4","378407,5","425274,6","368409,4","409277,8","368156,3",OS_162
163,Grunnkort,Orkugrunnkort OS 20000,Urriðafoss,3938,20000,Orkustofnun,62x85,1967,[Reykjavík],Íslenska,Filma/útprentað,,"408961,4","388152,5","424958,2","388405,5","425116,4","378407,5","409119,6","378154,4",OS_163
164,Grunnkort,Orkugrunnkort OS 20000,Hestvatn,3939,20000,Orkustofnun,62x85,1966,[Reykjavík],Íslenska,Filma/útprentað,,"408803,2","398150,6",424800,"398403,6","424958,2","388405,5","408961,4","388152,5",OS_164
165,Grunnkort,Orkugrunnkort OS 20000,Mosfell,3940,20000,Orkustofnun,62x85,1961,[Reykjavík],Íslenska,Filma/útprentað,,"408645,1","408148,6","424641,9","408401,6",424800,"398403,6","408803,2","398150,6",OS_165
166,Grunnkort,Orkugrunnkort OS 20000,Laugarvatn,3941,20000,Orkustofnun,62x85,1961,[Reykjavík],Íslenska,Filma/útprentað,,408487,"418146,5","424483,8","418399,6","424641,9","408401,6","408645,1","408148,6",OS_166
167,Grunnkort,Orkugrunnkort OS 20000,Ófeigsfjörður,4162,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"373173,5","627596,2","389170,3","627849,1","389328,4","617851,1","373331,6","617598,2",OS_167
168,Grunnkort,Orkugrunnkort OS 20000,Drangavík,4163,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"373015,4","637594,1","389012,2",637847,"389170,3","627849,1","373173,5","627596,2",OS_168
169,Grunnkort,Orkugrunnkort OS 20000,Staður,4259,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"357651,1","597349,3","373647,9","597602,3","373805,9","587604,5","357809,2","587351,5",OS_169
170,Grunnkort,Orkugrunnkort OS 20000,Selá,4260,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,357493,"607347,3","373489,7","607600,3","373647,9","597602,3","357651,1","597349,3",OS_170
171,Grunnkort,Orkugrunnkort OS 20000,Rjúkandi,4261,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"357334,9","617345,3","373331,6","617598,2","373489,7","607600,3",357493,"607347,3",OS_171
172,Grunnkort,Orkugrunnkort OS 20000,Hvalá,4262,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"357176,7","627343,3","373173,5","627596,2","373331,6","617598,2","357334,9","617345,3",OS_172
173,Grunnkort,Orkugrunnkort OS 20000,Meyjará,4263,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"357018,6","637341,2","373015,4","637594,1","373173,5","627596,2","357176,7","627343,3",OS_173
174,Grunnkort,Orkugrunnkort OS 20000,Reiphólsfjöll,4358,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"341812,4","587098,5","357809,2","587351,5","357967,2","577353,7","341970,5","577100,7",OS_174
175,Grunnkort,Orkugrunnkort OS 20000,Langidalur,4359,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"341654,3","597096,4","357651,1","597349,3","357809,2","587351,5","341812,4","587098,5",OS_175
176,Grunnkort,Orkugrunnkort OS 20000,Nauteyri,4360,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"341496,2","607094,4",357493,"607347,3","357651,1","597349,3","341654,3","597096,4",OS_176
177,Grunnkort,Orkugrunnkort OS 20000,Hraundalur,4361,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,"341338,1","617092,4","357334,9","617345,3",357493,"607347,3","341496,2","607094,4",OS_177
178,Grunnkort,Orkugrunnkort OS 20000,Skjaldfönn,4362,20000,Orkustofnun,62x85,1978,[Reykjavík],Íslenska,Filma/útprentað,,341180,"627090,3","357176,7","627343,3","357334,9","617345,3","341338,1","617092,4",OS_178
179,Grunnkort,Orkugrunnkort OS 20000,Skálmarfjörður,4457,20000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"325973,7","576847,7","341970,5","577100,7","342128,5","567102,9","326131,8","566849,9",OS_179
180,Grunnkort,Orkugrunnkort OS 20000,Skálmardalsheiði,4458,20000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"325815,6","586845,6","341812,4","587098,5","341970,5","577100,7","325973,7","576847,7",OS_180
181,Grunnkort,Orkugrunnkort OS 20000,Hestakleif,4459,20000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"325657,6","596843,4","341654,3","597096,4","341812,4","587098,5","325815,6","586845,6",OS_181
182,Grunnkort,Orkugrunnkort OS 20000,Mjóifjörður,4460,20000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"325499,4","606841,4","341496,2","607094,4","341654,3","597096,4","325657,6","596843,4",OS_182
183,Grunnkort,Orkugrunnkort OS 20000,Kjálkafjörður,4557,20000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"309976,9","576594,8","325973,7","576847,7","326131,8","566849,9",310135,"566596,9",OS_183
184,Grunnkort,Orkugrunnkort OS 20000,Kjálkavatn,4558,20000,Orkustofnun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"309818,9","586592,6","325815,6","586845,6","325973,7","576847,7","309976,9","576594,8",OS_184
185,Grunnkort,Orkugrunnkort OS 20000,Gláma,4559,20000,Orkustofnun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"309660,8","596590,5","325657,6","596843,4","325815,6","586845,6","309818,9","586592,6",OS_185
186,Grunnkort,Orkugrunnkort OS 20000,Sjónfríð,4560,20000,Orkustofnun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"309502,7","606588,5","325499,4","606841,4","325657,6","596843,4","309660,8","596590,5",OS_186
187,Grunnkort,Orkugrunnkort OS 20000,Hestfjörður,4561,20000,Orkustofnun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"309344,6","616586,5","325341,3","616839,4","325499,4","606841,4","309502,7","606588,5",OS_187
188,Grunnkort,Orkugrunnkort OS 20000,Vatnsfjörður,4657,20000,Orkustofnun,62x85,1976,[Reykjavík],Íslenska,Filma/útprentað,,"293980,2","576341,6","309976,9","576594,8",310135,"566596,9","294138,3","566343,7",OS_188
189,Grunnkort,Orkugrunnkort OS 20000,Geirþjófsfjörður,4658,20000,Orkustofnun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"293822,1","586339,5","309818,9","586592,6","309976,9","576594,8","293980,2","576341,6",OS_189
190,Grunnkort,Orkugrunnkort OS 20000,Dynjandi,4659,20000,Orkustofnun,62x85,1963,[Reykjavík],Íslenska,Filma/útprentað,,293664,"596337,4","309660,8","596590,5","309818,9","586592,6","293822,1","586339,5",OS_190
191,Grunnkort,Orkugrunnkort OS 10000,Suðurfossá,4856,10000,Orkustofnun,62x85,1975,[Reykjavík],Íslenska,Filma/útprentað,,"269700,5","562455,2","277698,8","562581,7","277777,8","557582,8","269779,6","557456,3",OS_191
192,Grunnkort,Orkugrunnkort LV 25000,[Án titils],1813/I NA,25000,Landsvirkjun,70x50,1989,[Reykjavík],Íslenska,Filma/útprentað,,488006,444251,"500019,7","444227,3","500019,7","430291,8","487950,8","430315,6",OS_192
193,Grunnkort,Orkugrunnkort LV 25000,[Án titils],1813/I NV,25000,Landsvirkjun,62x85,1989,[Reykjavík],Íslenska,Filma/útprentað,,"475992,4","444322,3",488006,444251,"487950,8","430315,6","475882,2","430387,2",OS_193
194,Grunnkort,Orkugrunnkort LV 25000,[Án titils],1813/I SA,25000,Landsvirkjun,62x85,1989,[Reykjavík],Íslenska,Filma/útprentað,,"487950,8","430315,6","500019,7","430291,8","500019,7","416356,2","487895,7","416380,2",OS_194
195,Grunnkort,Orkugrunnkort LV 25000,[Án titils],1813/I SV,25000,Landsvirkjun,62x85,1989,[Reykjavík],Íslenska,Filma/útprentað,,"475887,1","431006,6","487953,3",430935,"487895,7","416380,2","475771,9","416452,1",OS_195
196,Grunnkort,Orkugrunnkort OS 25000,Blöndukvíslar,1814/I SA,25000,Orkustofnun,62x85,1987,[Reykjavík],Íslenska,Filma/útprentað,,"488171,3","486057,3","500019,7","486033,9","500019,7","472098,3","488116,2","472121,8",OS_196
197,Grunnkort,Orkugrunnkort OS 25000,Rjúpnafell,1814/I SV,25000,Orkustofnun,62x85,1986,[Reykjavík],Íslenska,Filma/útprentað,,476323,"486127,6","488171,3","486057,3","488116,2","472121,8","476212,8","472192,4",OS_197
198,Grunnkort,Orkugrunnkort OS 25000,Blágnípa,1814/II NA,25000,Orkustofnun,62x85,1987,[Reykjavík],Íslenska,Filma/útprentað,,"488116,2","472121,8","500019,7","472098,3","500019,7","458162,7","488061,1","458186,4",OS_198
199,Grunnkort,Orkugrunnkort OS 25000,Gýgjarfoss,1814/II NV,25000,Orkustofnun,62x85,1986,[Reykjavík],Íslenska,Filma/útprentað,,"476212,8","472192,4","488116,2","472121,8","488061,1","458186,4","476102,6","458257,3",OS_199
200,Grunnkort,Orkugrunnkort LV 25000,Sylgja,1913/I NA,25000,Landsvirkjun,62x85,1987,[Reykjavík],Íslenska,Filma/útprentað,,"536060,3","444441,1","548072,9","444607,3","548293,4","430673,6","536225,6","430506,6",OS_200
201,Grunnkort,Orkugrunnkort LV 25000,Vatnsleysuöldur,1913/I NV,25000,Landsvirkjun,62x85,1987,[Reykjavík],Íslenska,Filma/útprentað,,"524047,1","444322,3","536060,3","444441,1","536225,6","430506,6","524157,3","430387,2",OS_201
202,Grunnkort,Orkugrunnkort LV 25000,Jökulheimar,1913/I SA,25000,Landsvirkjun,62x85,1987,[Reykjavík],Íslenska,Filma/útprentað,,"536225,6","430506,6","548293,4","430673,6","548513,8","416739,8","536390,9",416572,OS_202
203,Grunnkort,Orkugrunnkort LV 25000,Ljósufjöll,1913/I SV,25000,Landsvirkjun,62x85,1986,[Reykjavík],Íslenska,Filma/útprentað,,"524157,3","430387,2","536225,6","430506,6","536390,9",416572,"524267,5","416452,1",OS_203
204,Grunnkort,Orkugrunnkort LV 25000,Sauðafell,1913/IV NA,25000,Landsvirkjun,62x85,1987,[Reykjavík],Íslenska,Filma/útprentað,,"512033,5",444251,"524047,1","444322,3","524157,3","430387,2","512088,6","430315,6",OS_204
205,Grunnkort,Orkugrunnkort LV 25000,Kjalöldur,1913/IV NV,25000,Landsvirkjun,62x85,1988,[Reykjavík],Íslenska,Filma/útprentað,,"512033,5",444251,"524047,1","444322,3","524157,3","430387,2","512088,6","430315,6",OS_205
206,Grunnkort,Orkugrunnkort LV 25000,Veiðivatnahraun,1913/IV SA,25000,Landsvirkjun,62x85,1986,[Reykjavík],Íslenska,Filma/útprentað,,"512088,6","430315,6","524157,3","430387,2","524267,5","416452,1","512143,7","416380,2",OS_206
207,Grunnkort,Orkugrunnkort LV 25000,Útigönguhöfði,1913/IV SV,25000,Landsvirkjun,62x85,1987,[Reykjavík],Íslenska,Filma/útprentað,,"500019,7","430291,8","512088,6","430315,6","512143,7","416380,2","500019,7","416356,2",OS_207
208,Grunnkort,Orkugrunnkort LV 25000,Þvermóður,1914/II NA,25000,Landsvirkjun,62x85,1988,[Reykjavík],Íslenska,Filma/útprentað,,"535729,6","472310,1","547632,1","472474,8","547852,5","458541,1",535895,"458375,6",OS_208
